Elapsed time (s),Therm 1 Temp (C),Therm 2 Temp (C),Battery Voltage (V),Payload Current (mA),Sun Angle (degrees)
420.28,25.223,27.054,7.989,1.016,288
420.41,25.223,27.054,7.989,0.837,288
420.53,25.223,27.054,7.999,1.235,295.2
420.66,25.223,27.054,7.999,1.235,302.4
420.78,25.223,27.054,7.989,1.225,302.4
420.91,25.802,27.054,7.949,1.195,295.2
421.03,25.223,26.627,7.989,1.225,302.4
423,25.223,27.054,7.979,1.215,302.4
423.13,25.223,27.054,8.278,1.514,302.4
423.25,25.223,27.054,7.989,1.056,302.4
423.38,25.223,27.054,7.979,1.215,324
423.5,25.223,27.054,7.989,1.225,324
423.63,25.223,27.054,7.999,1.235,324
423.77,25.223,26.968,7.979,1.215,324
423.89,25.223,26.968,8.078,1.315,324
424.02,25.223,26.968,7.989,1.225,324
424.15,25.223,27.054,7.989,1.225,324
424.27,25.223,27.742,7.979,1.215,324
424.4,25.223,26.968,8.407,1.644,324
424.52,25.223,26.968,7.999,1.235,324
426.61,25.223,26.968,7.999,1.235,324
426.74,25.223,26.968,7.989,1.225,324
426.87,25.223,26.968,7.989,0.976,324
427,25.223,27.054,7.959,1.195,288
427.13,25.223,27.054,7.959,1.205,288
427.25,25.306,27.054,7.959,1.195,288
427.38,24.977,27.054,7.969,1.205,288
427.5,25.306,27.054,7.959,1.195,288
427.63,25.306,27.054,7.959,1.205,288
427.75,25.306,27.054,7.959,1.205,288
427.88,25.306,27.054,7.969,1.205,288
428,25.306,27.054,8.606,1.853,288
428.13,25.306,27.054,8.248,1.494,288
430.16,25.306,27.054,8.038,1.285,288
430.28,25.306,27.054,7.959,0.996,288
430.41,25.306,27.054,7.959,1.195,288
430.53,25.306,27.054,8.716,5,302.4
430.66,25.306,27.742,7.989,1.225,302.4
430.81,25.306,26.968,7.979,1.215,302.4
430.94,25.306,26.968,7.999,1.235,302.4
431.06,25.306,26.968,7.989,1.205,302.4
431.19,25.306,26.288,7.989,1.225,302.4
431.32,25.306,26.968,7.999,1.235,302.4
431.44,25.306,26.968,8.287,1.524,302.4
431.57,24.731,26.968,7.989,0.827,302.4
431.69,25.306,26.968,7.989,1.225,302.4
431.82,25.306,27.225,7.999,1.235,302.4
433.78,25.306,26.968,8.118,1.345,302.4
433.91,25.306,26.968,7.989,0.847,302.4
434.03,25.968,26.288,7.989,1.225,302.4
434.16,25.306,26.968,7.989,1.225,302.4
434.28,25.306,27.054,7.959,1.195,288
434.41,25.306,27.054,7.959,1.195,288
434.53,24.813,27.054,7.959,1.195,288
434.66,25.306,27.054,7.959,1.036,288
434.78,25.306,27.054,7.959,1.195,288
434.91,25.388,27.054,7.969,1.205,288
435.04,25.306,27.828,7.959,1.195,288
435.16,25.306,27.139,7.949,1.195,288
435.28,25.306,27.054,8.377,1.624,288
435.41,25.306,27.054,7.969,1.205,288
437.44,25.306,27.054,7.959,1.195,288
437.56,25.306,27.054,7.959,1.116,280.8
437.69,25.306,27.054,7.959,1.195,273.6
437.81,25.388,27.054,7.989,1.225,252
437.94,25.388,27.054,7.979,1.215,259.2
438.07,25.388,27.054,8.287,1.524,266.4
438.19,25.388,27.054,7.989,0.976,266.4
438.31,25.388,27.054,7.999,1.235,273.6
438.44,25.388,27.054,8.646,1.883,273.6
438.57,25.388,27.054,7.989,1.225,273.6
438.69,25.388,27.054,7.989,1.225,273.6
438.82,25.388,27.054,7.989,1.225,273.6
438.94,25.553,27.054,7.999,1.235,273.6
441.15,25.388,27.054,7.989,1.225,273.6
441.27,25.388,27.054,8.407,1.644,273.6
441.4,25.388,27.054,7.989,1.195,273.6
441.52,25.388,27.014,7.959,1.205,252
441.65,25.388,27.139,7.949,1.195,252
441.77,25.388,27.225,7.949,1.195,252
441.9,25.388,27.139,7.989,1.225,259.2
442.02,25.388,27.139,7.989,1.056,266.4
442.15,25.388,27.139,7.989,1.056,273.6
442.27,25.388,27.139,7.999,1.235,273.6
442.39,26.051,26.457,7.949,1.195,266.4
442.52,25.388,27.139,7.949,1.195,259.2
442.64,24.977,27.139,7.949,1.195,252
442.77,25.388,27.139,7.989,0.827,259.2
444.96,25.388,27.139,8.706,1.942,266.4
445.08,25.388,27.139,7.989,1.016,266.4
445.21,25.388,27.139,7.959,1.195,259.2
445.33,25.388,27.139,7.949,1.026,252
445.46,25.388,27.139,7.979,1.215,280.8
445.59,25.388,27.311,7.939,1.185,273.6
445.72,25.388,27.225,7.949,1.195,266.4
445.85,25.388,27.139,7.949,1.195,259.2
445.97,25.388,27.139,7.949,1.195,259.2
446.1,25.388,27.139,7.949,1.185,259.2
446.22,25.388,27.139,7.949,1.195,259.2
446.35,25.388,27.139,7.949,1.195,259.2
446.47,25.388,27.139,7.959,1.195,259.2
448.75,26.051,27.054,7.949,1.185,259.2
448.88,25.388,27.139,7.949,1.195,259.2
449.01,25.388,27.139,7.979,1.215,266.4
449.13,25.471,27.139,7.989,1.016,266.4
449.25,25.471,27.139,7.989,1.056,266.4
449.38,24.977,27.139,7.989,1.225,266.4
449.5,25.306,27.139,7.989,1.225,266.4
449.63,25.471,27.569,7.989,1.225,266.4
449.75,25.471,27.139,7.989,1.225,266.4
449.88,25.471,27.225,7.999,1.235,266.4
450,25.471,27.569,7.989,1.225,266.4
450.13,25.471,27.915,7.979,1.215,266.4
450.25,25.471,27.139,8.756,1.992,266.4
452.59,25.471,27.139,8.696,1.922,266.4
452.72,25.471,27.139,7.999,1.235,266.4
452.86,25.471,27.139,7.989,0.976,266.4
452.99,25.471,27.139,7.999,1.225,266.4
453.11,25.471,27.139,7.959,1.116,244.8
453.24,25.471,27.139,7.949,1.185,244.8
453.37,25.553,27.139,7.959,1.195,244.8
453.49,26.134,26.968,7.949,1.195,244.8
453.61,25.471,27.828,7.949,1.195,244.8
453.74,25.471,27.054,7.949,1.195,244.8
453.87,25.471,27.054,7.959,1.195,244.8
453.99,25.471,27.054,8.716,1.962,244.8
454.12,25.471,27.054,7.959,1.195,244.8
456.5,25.471,27.054,7.959,1.195,244.8
456.63,25.471,27.054,7.959,0.867,244.8
456.75,25.471,27.054,7.949,1.106,244.8
456.88,25.471,27.054,7.949,1.195,244.8
457,26.134,26.372,7.979,1.215,266.4
457.13,25.471,27.054,7.989,1.225,273.6
457.25,25.471,27.054,7.989,1.225,273.6
457.38,25.471,27.054,8.417,1.644,273.6
457.5,25.471,27.054,7.989,1.016,273.6
457.63,25.471,27.054,7.999,1.235,273.6
457.75,25.471,27.828,7.989,1.225,273.6
457.88,25.471,27.828,7.989,1.215,273.6
458,25.636,26.968,7.989,1.225,273.6
458.13,25.471,27.054,8.606,1.843,273.6
460.42,25.471,27.054,7.949,0.857,266.4
460.55,25.553,27.054,7.959,1.116,259.2
460.67,25.553,27.054,7.949,1.185,259.2
460.8,25.553,27.054,7.959,1.195,259.2
460.93,25.553,27.139,8.646,1.893,252
461.06,25.553,27.139,7.959,1.195,252
461.19,25.553,27.139,7.949,1.185,252
461.32,25.553,27.139,7.989,0.817,259.2
461.44,25.553,27.139,7.989,1.225,259.2
461.57,24.977,27.139,7.989,1.225,259.2
461.69,25.553,27.139,7.989,1.225,259.2
461.82,25.553,27.139,7.979,1.215,259.2
461.94,25.553,27.139,7.999,1.235,266.4
462.06,25.553,27.139,7.989,1.056,266.4
464.41,24.977,27.225,7.989,1.225,266.4
464.53,26.218,27.225,7.989,1.225,266.4
464.66,25.553,26.968,7.989,1.225,266.4
464.78,25.553,27.225,7.999,1.235,266.4
464.91,25.553,27.225,7.999,1.235,316.8
465.03,25.553,27.225,7.989,1.225,316.8
465.16,25.553,27.225,7.989,1.225,324
465.28,25.553,27.397,7.989,1.225,324
465.41,25.553,27.225,7.979,1.215,324
465.53,25.553,27.225,7.999,1.225,324
465.66,25.553,27.225,7.989,1.225,324
465.78,25.553,27.225,7.979,1.215,324
465.91,25.553,27.311,7.999,1.225,324
466.03,25.553,27.311,7.989,1.225,324
468.47,25.553,27.311,8.766,2.002,324
468.6,25.553,27.311,7.989,1.066,324
468.72,25.553,27.311,7.989,1.215,324
468.85,25.553,27.311,8.248,1.484,316.8
468.97,25.636,27.311,7.959,1.195,316.8
469.1,25.636,27.311,7.949,1.185,316.8
469.22,25.553,27.311,7.959,1.026,316.8
469.35,25.471,27.311,7.959,1.195,316.8
469.47,25.636,27.311,8.606,1.843,316.8
469.6,25.636,27.311,7.959,0.797,316.8
469.72,25.636,27.311,7.959,1.195,316.8
469.85,25.636,26.968,7.959,1.195,316.8
469.97,25.636,26.968,7.949,1.185,316.8
472.81,25.636,26.968,7.959,1.195,316.8
472.94,25.636,26.542,7.959,1.195,316.8
473.07,26.218,26.542,7.949,1.185,316.8
473.19,25.636,27.225,8.377,1.614,316.8
473.32,25.636,27.311,7.949,1.185,280.8
473.44,25.636,27.311,7.959,1.195,280.8
473.56,25.636,27.311,7.969,1.205,280.8
473.69,25.636,27.311,8.248,1.484,280.8
473.82,25.636,27.311,7.959,1.195,280.8
473.94,25.636,27.311,7.959,1.195,280.8
474.07,25.636,27.311,7.959,1.195,280.8
474.19,25.636,27.311,7.959,1.195,280.8
474.33,25.636,28.089,7.949,1.185,280.8
476.9,26.218,26.542,7.969,1.205,280.8
477.03,25.636,27.311,8.377,1.614,280.8
477.16,25.636,27.311,7.959,1.195,280.8
477.29,26.301,27.311,7.959,1.195,280.8
477.41,25.636,27.311,7.969,1.205,280.8
477.54,25.636,27.311,7.959,1.195,280.8
477.66,25.636,27.311,8.686,1.922,280.8
477.78,25.636,27.311,7.959,1.195,280.8
477.91,25.719,27.311,7.969,1.205,280.8
478.04,25.719,27.311,7.959,1.195,280.8
478.16,25.719,27.311,7.969,1.205,280.8
478.29,25.636,27.311,7.989,0.817,288
478.41,25.719,27.311,7.999,1.225,288
481,25.636,27.311,7.989,1.215,288
481.13,25.719,26.627,7.989,1.215,288
481.25,25.719,27.311,7.989,1.215,288
481.38,25.719,27.311,8.407,1.634,288
481.51,26.385,27.397,7.969,1.205,280.8
481.63,25.885,26.627,7.959,1.195,280.8
481.75,25.719,27.397,7.959,0.946,280.8
481.88,25.719,27.311,7.959,1.026,280.8
482,26.385,27.311,7.949,1.185,280.8
482.13,25.719,27.397,7.949,1.185,280.8
482.25,25.719,27.397,7.949,1.185,280.8
482.38,25.141,27.397,7.969,1.205,280.8
482.5,26.218,26.627,7.959,1.195,280.8
482.63,25.719,28.176,7.949,1.185,280.8
485.19,25.719,26.627,7.959,1.195,273.6
485.32,25.719,27.397,7.959,0.946,266.4
485.44,25.719,27.397,7.969,1.205,266.4
485.57,25.719,27.311,7.989,1.215,280.8
485.69,25.141,27.311,7.989,1.215,280.8
485.81,25.719,27.311,8.766,1.992,280.8
485.94,25.719,27.311,7.989,0.817,280.8
486.06,25.141,27.311,7.999,1.225,280.8
486.19,25.719,27.311,7.989,1.225,280.8
486.32,25.719,27.311,7.989,1.006,280.8
486.44,25.719,27.311,7.989,1.046,280.8
486.58,25.719,27.311,7.989,1.146,280.8
489.41,25.719,27.397,7.989,0.817,280.8
489.53,25.719,27.397,7.989,0.817,280.8
489.66,25.719,27.397,7.999,1.225,280.8
489.78,25.719,27.397,7.989,0.817,280.8
489.91,25.802,27.311,7.989,1.215,273.6
490.04,25.802,27.311,8.766,2.002,273.6
490.18,25.802,27.311,8.766,1.992,273.6
490.32,25.802,27.311,7.999,1.225,273.6
490.44,25.802,27.311,7.989,1.215,273.6
490.57,25.802,27.311,7.999,1.225,273.6
490.69,25.802,27.311,7.989,1.046,273.6
490.81,25.802,27.311,7.989,1.215,273.6
490.94,25.802,27.311,7.989,1.225,273.6
493.65,25.802,27.311,7.999,1.225,273.6
493.78,25.802,27.311,7.989,1.215,273.6
493.91,25.802,27.311,7.989,1.215,273.6
494.03,25.223,27.311,7.999,1.225,273.6
494.16,25.802,28.089,7.989,1.215,273.6
494.28,25.802,28.089,7.989,1.215,273.6
494.41,25.802,27.311,7.979,1.205,273.6
494.53,25.802,27.311,8.766,1.992,273.6
494.66,25.802,27.311,8.317,1.544,273.6
494.78,25.802,27.311,7.999,1.016,273.6
494.91,25.802,27.311,7.999,1.225,273.6
495.03,25.802,27.311,7.989,1.215,273.6
495.19,25.802,26.627,7.989,1.215,273.6
495.31,25.802,27.311,7.989,1.215,273.6
497.9,25.802,27.311,7.999,1.225,273.6
498.02,25.802,27.311,7.999,1.016,273.6
498.16,25.802,27.311,7.989,1.215,273.6
498.29,26.469,27.311,7.999,1.225,273.6
498.41,25.885,27.311,8.726,1.962,280.8
498.53,25.802,27.311,7.959,1.165,280.8
498.66,25.885,27.311,7.969,1.205,280.8
498.78,25.885,27.311,7.959,0.867,280.8
498.91,25.223,27.311,7.959,1.195,280.8
499.03,25.885,27.311,7.949,1.185,280.8
499.16,25.885,27.311,7.969,1.205,280.8
499.28,25.885,27.311,8.258,1.494,280.8
499.41,25.885,27.311,7.959,1.026,280.8
499.53,25.885,27.311,7.969,1.205,280.8
502.23,25.885,27.311,7.949,1.185,280.8
502.35,25.885,27.311,8.696,1.932,280.8
502.47,25.885,27.311,8.258,1.494,280.8
502.6,25.885,27.311,7.959,1.195,280.8
502.72,25.885,27.397,7.999,1.225,288
502.85,25.885,27.397,8.417,1.644,288
502.97,25.885,27.397,8.447,1.673,288
503.1,25.885,27.397,8.427,1.654,288
503.22,25.885,27.397,7.999,1.225,288
503.35,25.885,27.397,8.766,1.992,288
503.47,25.885,27.397,7.989,1.215,288
503.6,25.885,27.397,7.979,1.205,288
503.72,25.885,27.397,7.989,1.215,288
503.85,25.885,27.397,7.989,1.215,288
506.63,25.885,27.397,7.989,1.215,288
506.76,25.885,27.397,7.999,1.225,288
