Elapsed time (s),Therm 1 Temp (C),Therm 2 Temp (C),Battery Voltage (V),Payload Current (mA),Sun Angle (degrees)
125.88,23.19,23.299,8.118,1.245,165.6
126.17,23.19,23.055,8.108,1.265,172.8
126.3,23.19,23.299,8.118,1.116,165.6
126.59,23.19,23.299,8.038,1.185,172.8
126.72,23.19,23.136,8.118,1.235,165.6
127.01,23.19,23.299,8.108,1.006,172.8
127.15,23.19,23.299,8.118,1.295,165.6
127.44,23.271,23.381,8.108,1.265,172.8
127.57,23.19,23.381,8.118,1.245,165.6
127.87,23.19,23.381,8.118,1.265,172.8
128,23.19,23.381,8.118,1.235,165.6
128.29,23.19,23.299,8.118,1.245,158.4
128.43,23.19,23.381,8.108,1.155,165.6
128.72,23.19,23.381,8.397,1.554,172.8
129.15,23.029,23.463,8.118,1.245,165.6
129.28,23.19,23.381,8.108,1.265,172.8
129.59,23.19,23.381,8.108,1.265,180
129.72,23.19,23.381,8.118,1.245,172.8
130.02,23.19,23.381,8.118,1.245,165.6
130.15,23.19,23.381,8.108,1.255,172.8
130.46,23.029,23.381,8.118,1.245,165.6
130.59,23.19,23.381,8.108,1.126,172.8
130.9,23.271,23.381,8.108,1.235,165.6
131.02,23.029,23.381,8.108,1.265,172.8
131.33,23.271,23.381,8.118,1.275,180
131.46,23.029,23.463,8.108,1.265,187.2
131.77,23.271,23.381,8.108,1.155,194.4
131.9,23.271,23.381,8.258,1.414,201.6
132.21,23.271,23.381,8.098,1.265,208.8
132.35,23.271,23.381,8.606,1.763,216
132.65,23.271,23.381,8.098,1.265,223.2
132.79,23.271,23.381,8.098,1.255,230.4
133.1,23.19,23.136,8.098,1.265,237.6
133.24,23.271,23.381,8.098,1.006,244.8
133.56,23.271,23.463,8.706,1.863,252
133.69,23.271,23.463,8.098,1.265,259.2
134,23.271,23.463,8.098,1.086,266.4
134.13,23.271,23.463,8.098,1.265,273.6
134.46,23.271,23.544,8.098,1.265,280.8
134.58,23.271,23.463,8.098,1.265,288
134.9,23.271,23.463,8.098,1.126,295.2
135.04,23.271,23.463,8.098,1.255,302.4
135.35,23.271,23.463,8.397,1.564,309.6
135.49,23.271,23.463,8.098,1.265,316.8
135.81,23.271,23.463,8.098,1.146,324
135.94,23.271,23.463,8.098,1.255,331.2
136.27,23.271,23.463,8.278,1.444,338.4
136.4,23.271,23.463,8.088,1.265,345.6
136.73,23.271,23.544,8.088,1.265,352.8
136.87,23.512,23.218,8.098,1.265,360
137.19,23.271,23.463,8.088,1.136,7.2
137.31,23.029,23.463,8.088,1.255,14.4
137.65,23.271,23.463,8.088,1.255,21.6
137.77,23.512,23.463,8.088,1.255,28.8
138.11,23.271,23.463,8.088,1.126,36
138.24,23.271,23.463,8.088,1.265,43.2
138.57,23.271,23.463,8.337,1.504,50.4
138.71,23.271,23.463,8.088,1.315,57.6
139.04,23.271,23.463,8.019,1.185,64.8
139.16,23.271,23.544,8.088,1.265,72
139.29,23.271,23.463,8.088,1.245,79.2
139.41,23.271,23.544,8.088,1.265,79.2
139.55,23.271,23.463,8.088,1.255,79.2
139.68,23.271,23.463,8.606,1.783,86.4
139.98,23.19,23.218,8.088,1.265,93.6
140.11,23.029,23.463,8.088,1.265,100.8
140.45,23.271,23.463,8.337,1.504,108
140.58,23.271,23.463,8.088,1.265,115.2
140.93,23.271,23.463,8.088,1.335,122.4
141.07,23.271,23.463,8.019,1.195,129.6
141.41,23.351,23.463,8.088,1.265,136.8
141.54,23.271,23.463,8.088,1.265,144
141.88,23.271,23.463,8.088,0.986,151.2
142.02,23.271,23.463,8.337,1.514,158.4
142.37,23.512,23.299,8.088,1.265,165.6
142.49,23.271,23.544,8.088,1.285,172.8
142.85,23.271,23.544,8.088,1.265,180
142.97,23.271,23.544,8.088,1.265,187.2
143.1,23.271,23.544,8.078,1.235,194.4
143.33,23.271,23.544,8.078,1.265,201.6
143.46,23.593,23.218,8.078,1.265,208.8
143.83,23.271,23.544,8.078,1.325,216
143.96,23.271,23.544,8.078,1.255,223.2
144.34,23.271,23.544,8.088,0.986,230.4
144.47,23.271,23.544,8.088,1.265,237.6
144.84,23.271,23.544,8.078,1.265,244.8
144.97,23.271,23.544,8.078,1.265,252
145.33,23.271,23.544,8.078,1.265,259.2
145.46,23.271,23.544,8.078,1.245,266.4
145.58,23.271,23.544,8.686,1.863,273.6
145.82,23.271,23.544,8.078,0.986,280.8
145.96,23.271,23.626,8.078,1.255,288
146.32,23.271,23.544,8.078,0.986,295.2
146.46,23.271,23.544,8.078,1.255,302.4
146.82,23.351,23.544,8.078,1.265,309.6
147,23.271,23.544,8.078,1.255,316.8
147.31,23.271,23.544,8.078,1.265,324
147.46,23.351,23.626,8.078,1.235,316.8
147.82,23.11,23.544,8.088,1.245,309.6
147.96,23.271,23.626,8.078,1.295,302.4
148.1,23.271,23.626,8.078,1.126,295.2
148.32,23.271,23.626,8.038,1.195,288
148.46,23.351,23.299,8.078,1.235,280.8
148.82,23.271,23.626,8.078,1.235,273.6
148.96,23.271,23.626,8.078,1.096,266.4
149.33,23.271,23.626,8.666,1.823,259.2
149.46,23.351,23.626,8.078,1.235,252
149.84,23.271,23.626,8.078,1.245,244.8
149.97,23.593,23.381,8.078,1.235,237.6
150.1,23.271,23.626,8.078,1.235,230.4
150.35,23.271,23.626,8.029,1.175,223.2
150.47,23.351,23.626,8.078,1.235,216
150.86,23.351,23.626,8.078,1.325,208.8
150.99,23.351,23.626,8.078,1.235,201.6
151.38,23.432,23.626,8.078,1.245,194.4
151.5,23.351,23.626,8.606,1.753,187.2
151.9,23.593,23.708,8.078,1.235,180
152.03,23.351,23.626,8.078,1.235,172.8
152.16,23.351,23.626,8.078,1.106,165.6
152.42,23.351,23.626,8.357,1.514,158.4
152.55,23.11,23.626,8.078,1.235,151.2
152.94,23.351,23.626,8.078,1.245,144
153.06,23.432,23.626,8.068,1.235,136.8
153.47,23.351,23.626,8.078,1.245,129.6
153.6,23.351,23.626,8.357,1.514,122.4
153.72,23.593,23.381,8.068,1.255,129.6
154.01,23.351,23.626,8.068,1.116,136.8
154.15,23.593,23.626,8.068,1.265,144
154.54,23.351,23.626,8.068,1.116,151.2
154.68,23.351,23.626,8.068,1.265,158.4
154.8,23.351,23.626,8.068,1.265,165.6
155.08,23.351,23.626,8.068,1.265,172.8
155.21,23.351,23.626,8.068,0.956,180
155.61,23.351,24.036,8.058,1.255,187.2
155.75,23.351,23.708,8.068,1.116,194.4
156.15,23.351,23.708,8.058,1.245,201.6
156.28,23.351,23.708,8.068,1.265,208.8
156.41,23.351,23.708,8.058,0.966,216
156.69,23.351,23.708,8.058,1.255,223.2
156.81,23.351,23.708,8.058,1.255,230.4
157.22,23.029,23.708,8.058,1.255,237.6
157.35,23.351,23.708,8.397,1.594,244.8
157.77,23.351,23.708,8.058,0.956,252
157.89,23.351,24.036,8.058,1.255,259.2
158.02,23.674,23.626,8.058,1.255,266.4
158.31,23.351,23.381,8.058,1.255,273.6
158.44,23.351,23.708,8.058,1.255,280.8
158.85,23.351,23.708,8.686,1.883,288
158.97,23.11,23.708,8.058,1.265,295.2
159.1,23.351,23.708,8.058,1.295,295.2
159.22,23.351,23.708,8.397,1.594,295.2
159.35,23.674,23.708,8.058,1.255,295.2
159.47,23.351,23.708,8.058,1.265,295.2
159.6,23.351,23.708,8.058,1.255,295.2
159.72,23.351,23.79,8.058,1.215,295.2
159.85,23.432,23.708,8.058,1.265,295.2
159.99,23.351,23.708,8.058,1.255,295.2
160.11,23.432,23.708,8.068,1.096,288
160.24,23.351,23.708,8.058,1.106,280.8
160.51,23.351,24.036,8.058,1.225,273.6
160.65,23.351,23.79,8.058,1.235,266.4
160.77,23.351,23.708,8.058,1.086,259.2
161.07,23.351,23.708,8.058,1.235,259.2
161.21,23.351,23.708,8.058,1.096,259.2
161.33,23.674,23.463,8.058,1.235,259.2
161.46,23.351,23.79,8.058,1.235,259.2
161.58,23.351,23.708,8.058,1.235,259.2
161.71,23.351,23.79,8.058,1.225,259.2
161.83,23.351,23.708,8.676,1.843,259.2
161.96,23.351,23.79,8.646,1.813,259.2
162.08,23.351,23.79,8.058,1.225,259.2
162.24,23.351,23.708,8.058,1.235,259.2
162.36,23.351,23.79,8.058,0.956,259.2
162.49,23.351,23.79,8.058,1.235,259.2
162.61,23.351,23.79,8.307,1.484,259.2
162.74,23.351,23.79,8.058,1.285,259.2
162.86,23.432,23.79,8.058,1.305,259.2
162.99,23.351,23.79,8.058,1.245,259.2
163.12,23.351,23.79,8.058,1.046,259.2
163.24,23.351,24.119,8.058,1.235,259.2
163.38,23.351,23.79,8.058,1.235,259.2
163.52,23.432,23.79,8.058,1.235,259.2
163.66,23.432,24.119,8.058,1.235,259.2
163.78,23.432,23.79,8.058,1.235,259.2
163.91,23.593,23.463,8.058,1.235,259.2
164.03,23.432,24.119,8.058,1.235,259.2
164.16,23.432,23.79,8.058,1.235,259.2
164.28,23.432,23.872,8.048,1.225,259.2
164.41,23.432,23.872,7.999,1.175,259.2
164.56,23.432,23.872,8.058,1.235,259.2
164.69,23.432,23.872,8.029,1.205,259.2
164.82,23.432,23.872,8.058,1.235,259.2
164.94,23.432,23.954,8.307,1.474,259.2
165.07,23.432,23.954,8.278,1.444,259.2
165.19,23.432,23.954,8.058,1.235,252
165.32,23.432,23.954,8.058,1.235,244.8
165.44,23.432,24.036,8.118,1.285,237.6
165.56,23.432,24.036,8.397,1.574,230.4
165.69,23.432,24.036,8.058,1.235,223.2
165.81,23.432,24.036,8.048,1.235,216
165.94,23.432,24.366,8.058,1.235,208.8
166.06,23.432,24.036,8.058,1.046,201.6
166.3,23.432,24.036,8.606,1.773,194.4
166.43,23.432,24.036,8.048,1.225,187.2
166.9,23.432,24.036,8.666,1.843,180
167.03,23.432,24.036,8.297,1.464,172.8
167.16,23.432,24.036,8.048,1.205,165.6
167.51,23.432,24.366,8.048,1.235,158.4
167.65,23.432,24.036,8.048,1.235,151.2
167.78,23.351,23.708,8.048,1.225,144
168.12,23.432,24.036,8.048,1.225,136.8
168.24,23.432,24.036,8.048,1.225,129.6
168.36,23.432,24.036,8.048,1.225,122.4
168.72,23.432,24.036,8.048,1.225,122.4
168.85,23.432,24.036,8.048,1.235,122.4
168.97,23.432,24.036,7.989,1.175,122.4
169.19,23.432,24.036,8.048,0.936,115.2
169.32,23.432,24.119,8.048,0.956,115.2
169.44,23.432,24.119,8.048,1.235,115.2
169.56,23.11,24.201,8.048,1.235,108
169.69,23.432,24.201,8.078,1.255,108
169.94,23.754,23.954,8.048,1.235,100.8
170.08,23.432,24.614,8.676,1.853,93.6
170.21,23.432,24.697,8.397,1.574,93.6
170.57,23.512,24.946,8.048,1.235,86.4
170.69,23.512,25.112,8.048,1.225,79.2
170.81,23.512,25.195,8.048,1.235,79.2
170.94,23.512,25.279,8.048,1.235,79.2
171.06,23.432,25.95,8.048,1.235,79.2
171.19,23.432,25.53,8.048,1.235,79.2
171.31,23.432,25.782,8.278,1.454,72
171.44,23.432,25.95,8.666,1.853,64.8
171.57,23.432,26.034,8.048,1.235,64.8
171.69,23.432,26.119,8.676,1.863,64.8
171.82,23.432,26.203,8.048,1.225,64.8
171.96,23.432,26.288,8.048,1.235,64.8
172.08,23.351,25.866,8.048,1.235,64.8
172.21,23.593,26.457,8.048,1.235,64.8
172.33,23.432,26.288,8.048,1.235,64.8
172.49,23.512,26.883,8.048,1.235,64.8
172.62,23.512,26.712,8.377,1.564,64.8
172.74,23.512,26.797,8.048,1.245,64.8
172.87,23.512,26.883,8.058,1.235,64.8
172.99,23.512,26.883,8.048,1.225,64.8
173.14,23.512,26.968,8.048,1.245,64.8
173.27,23.512,27.054,8.397,1.584,64.8
173.4,23.512,27.054,8.278,1.464,64.8
173.52,23.512,27.139,8.038,1.235,64.8
173.65,23.351,26.627,8.048,1.235,64.8
173.8,23.512,27.225,7.989,1.175,64.8
173.93,23.512,27.311,8.048,1.245,64.8
174.05,23.512,27.311,8.038,1.225,64.8
174.17,23.512,27.397,8.048,1.235,64.8
174.3,23.512,27.483,8.038,1.235,64.8
174.43,23.512,27.483,8.038,1.245,64.8
174.56,23.512,27.569,8.038,1.086,64.8
174.69,23.512,27.655,8.038,1.235,64.8
174.82,23.512,27.655,7.979,1.165,64.8
174.94,23.512,27.655,8.297,1.484,64.8
175.07,23.512,27.655,8.038,1.235,64.8
175.19,23.593,27.742,8.038,1.086,64.8
175.31,23.512,27.655,8.038,1.225,64.8
175.44,23.512,27.828,8.038,1.235,64.8
175.57,23.512,27.828,8.038,0.926,64.8
175.73,23.512,27.915,8.038,1.225,64.8
175.87,23.512,27.915,8.038,1.235,64.8
175.99,23.512,27.915,8.038,1.026,64.8
176.12,23.512,28.002,8.038,1.225,64.8
176.24,23.512,28.002,8.038,1.235,64.8
176.39,23.512,28.089,8.038,1.235,64.8
176.52,23.512,28.089,8.038,0.936,64.8
176.65,23.271,28.089,8.038,1.235,64.8
176.77,23.512,28.176,8.038,1.225,64.8
176.9,23.512,28.176,8.357,1.544,64.8
177.02,23.512,28.176,8.038,1.235,64.8
177.15,23.835,28.263,8.038,1.235,57.6
177.27,23.593,27.655,8.038,1.235,57.6
177.39,23.593,28.263,8.038,1.225,57.6
177.53,23.512,28.438,8.038,1.235,57.6
177.66,23.512,28.35,8.009,1.195,57.6
177.78,23.512,28.35,8.118,1.315,57.6
177.91,23.512,28.35,8.038,1.235,57.6
178.03,23.19,28.438,8.038,1.235,57.6
178.16,23.593,28.438,8.038,1.235,57.6
178.29,23.512,29.23,8.038,1.235,57.6
178.42,23.512,28.438,7.999,1.185,57.6
178.55,23.512,28.525,7.989,1.175,57.6
178.68,23.512,28.525,8.038,1.235,57.6
178.81,23.512,28.525,8.646,1.833,57.6
178.94,23.512,28.525,8.038,1.255,57.6
179.06,23.512,28.613,8.038,1.225,50.4
179.19,23.512,28.613,8.377,1.564,50.4
179.32,23.512,28.613,8.118,1.315,50.4
179.44,23.512,28.613,8.038,1.195,50.4
179.56,23.593,28.7,8.038,1.235,50.4
179.69,23.512,28.7,8.088,1.275,50.4
179.82,23.512,28.7,8.038,1.285,50.4
179.94,23.593,28.7,8.038,1.195,50.4
180.07,23.271,28.788,8.038,1.195,50.4
180.19,23.512,28.788,8.038,1.235,50.4
180.32,23.593,28.788,8.088,1.275,50.4
180.44,23.835,28.876,8.038,1.195,43.2
180.57,23.593,28.876,8.038,1.235,43.2
180.69,23.593,28.876,8.038,1.235,43.2
180.81,23.593,28.876,7.999,1.195,43.2
180.94,23.593,28.876,8.387,1.574,43.2
181.06,23.593,28.876,8.038,1.235,43.2
181.19,23.593,28.876,8.038,1.245,43.2
181.32,23.593,28.964,8.038,1.086,43.2
181.44,23.593,28.876,8.029,1.225,43.2
181.57,23.593,28.876,8.038,1.235,43.2
181.69,23.593,28.876,8.367,1.564,43.2
181.82,23.593,28.964,8.029,1.275,43.2
181.94,23.351,28.35,8.029,1.225,43.2
182.06,23.593,28.964,8.038,1.225,43.2
182.19,23.593,28.964,8.038,1.235,36
182.32,23.593,29.853,8.029,1.225,36
182.44,23.593,28.964,8.038,1.235,36
182.56,23.593,28.964,8.666,1.863,36
182.69,23.593,28.964,8.029,1.235,36
182.82,23.593,28.964,8.029,1.225,36
182.94,23.593,28.964,8.606,1.793,36
183.06,23.512,29.053,8.038,1.235,28.8
183.19,23.593,29.053,8.387,1.584,28.8
183.33,23.593,29.053,8.038,1.235,28.8
183.46,23.674,28.964,8.029,0.867,28.8
183.58,23.593,29.053,8.029,1.225,21.6
183.72,23.593,29.053,8.029,1.265,21.6
183.85,23.593,28.263,8.029,1.225,21.6
183.97,23.593,29.053,8.029,1.235,21.6
184.1,23.593,29.053,8.029,1.076,21.6
184.22,23.593,29.943,8.029,1.225,21.6
184.35,23.271,29.053,8.029,1.225,14.4
184.47,23.593,29.943,8.029,1.235,14.4
184.6,23.593,29.053,8.029,0.936,7.2
184.74,23.593,28.263,8.029,1.225,7.2
184.86,23.593,29.053,8.029,1.235,7.2
184.99,23.593,29.053,8.029,1.225,7.2
185.12,23.593,29.053,8.029,1.185,7.2
185.24,23.593,29.053,8.029,1.225,7.2
185.36,23.593,29.053,8.029,1.255,7.2
185.49,23.593,29.943,8.029,1.235,7.2
185.61,23.593,29.053,8.278,1.474,7.2
185.74,23.593,29.141,8.029,1.225,360
185.86,23.916,29.053,8.029,1.225,360
185.99,23.593,29.141,8.029,1.235,360
186.11,23.351,28.263,8.029,1.225,360
186.27,23.593,28.176,8.029,1.225,360
186.41,23.593,28.964,8.029,1.215,360
186.56,23.593,28.964,8.287,1.484,360
186.72,23.593,28.876,8.029,1.225,360
186.85,23.593,28.876,8.029,1.225,360
186.97,23.593,28.788,8.029,1.235,360
187.1,23.593,28.7,8.029,1.076,360
187.22,23.593,28.7,8.118,1.315,360
187.35,23.593,28.613,8.606,1.803,360
187.47,23.593,28.613,8.029,1.235,360
187.6,23.271,28.613,8.029,1.235,360
187.72,23.593,28.525,8.029,1.185,360
187.85,23.351,28.438,8.029,1.225,360
187.97,23.593,28.438,8.038,1.245,360
188.1,23.593,28.35,8.278,1.474,360
188.22,23.593,28.35,8.606,1.803,360
188.35,23.593,28.263,8.029,1.235,360
188.47,23.593,28.263,8.029,1.225,360
188.6,23.593,28.176,7.979,1.175,360
188.72,23.593,28.176,8.029,1.225,360
188.85,23.593,27.655,8.029,1.235,360
188.97,23.351,28.176,8.029,1.235,360
189.1,23.593,27.311,8.029,1.225,360
189.22,23.593,28.002,8.019,1.215,360
189.35,23.271,28.002,8.029,1.235,360
189.47,23.674,27.915,8.029,1.235,360
189.6,23.593,27.915,8.029,1.185,360
189.72,23.593,27.828,8.019,1.225,360
189.85,23.593,27.828,8.029,1.086,360
189.97,23.593,27.828,8.676,1.873,360
190.15,23.593,27.742,8.019,1.225,360
190.32,23.351,27.054,8.029,1.235,360
190.49,23.593,27.742,8.019,1.225,360
190.66,23.593,27.655,8.019,1.265,360
190.86,23.593,27.655,8.019,1.215,360
191.03,23.593,28.35,8.019,1.225,360
191.21,23.916,27.569,8.019,1.175,360
191.36,23.593,27.569,8.019,1.006,360
191.51,23.593,27.483,8.019,1.215,360
191.65,23.593,27.483,7.989,1.185,360
191.78,23.916,27.569,8.019,1.225,360
191.92,23.593,27.483,8.019,1.255,360
192.07,23.593,27.397,8.019,1.225,360
192.21,23.593,27.397,8.019,1.215,360
192.35,23.593,27.569,8.019,1.225,360
192.49,23.271,27.311,8.019,1.225,360
192.63,23.674,27.311,8.019,1.225,360
192.77,23.593,27.311,8.019,0.926,360
192.91,23.593,27.225,8.606,1.803,360
193.04,23.593,27.569,8.019,1.225,360
193.16,23.916,27.225,8.019,1.225,360
193.29,23.593,26.542,8.019,1.225,360
193.41,23.593,27.139,8.019,1.225,360
193.53,23.593,26.457,8.019,1.225,360
193.66,23.351,27.139,8.019,1.225,360
193.78,23.593,27.139,8.019,1.225,360
193.91,23.351,27.054,8.019,1.225,360
194.04,23.674,26.968,8.019,1.225,360
194.16,23.674,26.968,8.019,0.906,360
194.29,23.593,26.968,8.019,1.235,360
194.41,23.593,26.968,7.979,1.185,360
194.53,23.593,26.968,8.019,1.086,360
194.66,23.593,26.883,8.357,1.554,360
194.79,23.593,26.883,8.019,1.225,360
194.91,23.593,26.883,8.019,1.225,360
195.03,23.916,26.883,8.019,1.225,360
195.16,23.593,26.797,8.387,1.594,360
195.28,23.916,26.797,8.019,1.225,360
195.41,23.674,26.797,8.019,1.225,360
195.53,23.674,26.797,8.019,1.225,360
195.66,23.674,26.712,8.019,1.225,360
195.8,23.674,26.712,8.019,1.225,360
195.93,23.674,26.712,8.019,1.225,360
196.05,23.674,26.712,8.357,1.564,360
196.18,23.674,26.627,8.009,1.215,360
196.3,23.674,26.627,8.019,1.235,360
196.56,23.674,26.627,8.357,1.564,360
196.69,23.674,26.627,8.606,1.813,360
196.82,23.674,26.627,8.357,1.564,360
196.94,23.674,26.542,8.019,1.235,360
197.07,23.674,26.542,8.357,1.564,360
197.19,23.674,26.542,8.377,1.584,360
197.32,23.674,26.542,8.357,1.564,360
197.46,23.674,26.542,8.009,1.215,360
197.58,23.674,26.457,7.969,1.175,360
197.74,23.674,26.457,8.019,1.225,360
197.9,23.674,26.457,8.019,1.235,360
198.05,23.674,26.457,8.019,1.225,360
198.21,23.674,26.457,7.999,1.205,360
198.37,23.674,26.372,7.999,1.205,360
198.52,23.674,26.372,8.019,1.235,360
198.67,23.674,26.372,8.009,1.215,360
198.82,23.674,26.372,8.019,1.225,360
198.97,23.754,26.288,8.019,1.225,360
199.12,23.351,26.372,8.019,1.225,360
199.27,23.754,26.288,8.019,0.906,360
199.41,23.674,26.288,8.686,1.893,360
199.56,23.997,26.288,8.019,1.235,360
199.7,23.674,26.203,8.019,1.215,360
199.85,23.674,26.203,8.646,1.853,360
200.03,23.916,26.203,8.019,1.225,360
200.19,23.351,26.203,8.019,1.235,360
200.35,23.997,26.203,8.019,1.076,360
200.51,23.674,26.119,8.019,1.265,360
200.66,23.674,26.119,8.646,1.853,360
200.78,23.674,26.119,8.019,1.235,360
200.91,23.674,25.53,8.009,1.215,360
201.03,23.674,26.119,8.009,1.255,360
201.16,23.674,26.119,8.009,1.215,360
201.28,23.674,26.119,8.009,1.215,360
201.41,23.674,26.203,8.009,1.215,360
201.53,23.997,26.034,8.009,1.225,360
201.69,23.674,26.034,8.009,1.225,360
201.81,23.674,26.034,8.686,1.893,360
201.94,23.674,26.203,8.009,1.215,360
202.06,23.997,26.034,8.009,1.225,360
202.19,23.754,25.95,8.019,1.235,360
202.32,23.674,25.95,7.979,1.185,360
202.44,23.674,26.034,8.009,1.225,360
202.57,23.674,25.95,8.009,0.896,360
202.69,23.674,25.95,8.019,1.225,360
202.82,23.674,25.95,8.009,1.215,360
202.94,23.674,25.95,8.009,1.225,360
203.06,23.997,25.95,8.009,1.225,360
203.19,23.674,25.866,8.019,1.225,360
203.32,23.674,25.866,8.009,1.215,360
203.44,23.674,25.866,8.009,1.225,360
203.56,23.997,25.866,8.009,1.225,360
203.69,23.674,25.866,8.606,1.813,360
203.81,23.674,25.866,8.357,1.564,360
203.94,23.674,25.866,8.009,1.215,360
204.07,23.674,25.866,8.009,1.225,360
204.19,23.674,25.866,8.009,1.225,360
204.32,23.674,26.372,8.009,1.225,360
204.44,23.432,25.782,8.009,1.205,360
204.57,23.674,25.782,8.009,1.255,360
204.69,23.674,25.782,8.009,1.215,360
204.82,23.674,25.782,8.009,1.225,360
204.94,23.432,25.782,8.009,1.225,360
205.07,23.754,25.782,8.009,0.916,360
205.2,23.674,25.782,8.009,1.265,360
205.33,23.674,25.698,8.009,1.255,360
205.46,23.754,25.698,8.009,1.225,360
205.58,23.754,25.698,8.278,1.484,360
205.71,23.754,25.698,8.009,1.215,360
205.83,23.754,26.203,8.009,1.225,360
205.96,23.754,25.698,8.009,1.225,360
206.1,24.079,25.698,8.009,1.225,360
206.24,23.754,25.698,8.009,0.996,360
206.37,23.754,25.698,8.009,1.225,360
206.49,23.754,25.614,8.009,1.225,360
206.61,23.754,26.203,8.009,1.225,360
206.74,23.754,25.614,8.009,1.215,360
206.86,23.754,25.614,7.969,1.185,360
207.01,24.079,25.614,8.009,1.225,360
207.15,23.754,25.614,8.009,1.076,360
207.28,23.754,25.614,8.009,1.066,360
207.41,23.754,25.614,8.009,0.996,360
207.53,23.754,25.53,8.636,1.843,360
207.66,23.754,25.53,8.009,1.225,360
207.78,23.754,25.53,8.009,1.225,360
207.92,23.754,26.119,8.009,1.225,360
208.05,23.754,25.614,8.009,1.225,360
208.18,24.079,25.53,8.009,1.225,360
208.3,23.754,25.53,8.009,1.225,360
208.43,23.754,25.53,8.009,1.066,360
208.55,23.754,25.53,8.357,1.564,360
208.68,24.079,25.53,8.009,1.225,360
208.84,23.754,25.446,8.009,1.255,360
208.97,23.754,25.446,8.686,1.903,360
209.1,23.754,25.446,8.009,1.225,360
209.22,23.754,25.446,8.009,1.225,360
209.35,23.754,25.446,7.999,1.215,360
209.47,23.754,25.446,8.009,1.225,360
209.6,23.754,25.446,8.009,1.225,360
209.72,23.754,25.446,8.009,1.225,360
209.85,23.754,25.446,8.009,1.225,360
209.97,23.754,24.946,8.009,1.225,360
210.1,23.754,25.446,8.009,1.026,360
210.22,23.432,25.446,8.009,1.225,360
210.35,23.754,25.446,8.009,1.076,360
210.47,23.432,25.362,8.009,1.225,360
210.6,23.674,25.446,8.009,1.235,360
210.72,23.754,25.362,8.009,1.076,360
210.85,23.754,25.362,7.969,1.185,360
210.97,23.754,25.362,8.009,1.225,360
211.1,23.754,25.446,8.009,1.225,360
211.22,23.835,25.362,8.009,0.906,360
211.35,23.754,25.362,8.009,1.066,360
211.47,23.754,25.362,8.009,1.245,360
211.6,23.754,25.362,8.686,1.903,360
211.72,23.754,25.866,7.999,1.215,360
211.85,24.079,25.362,7.999,1.215,360
211.97,23.754,25.362,8.009,1.235,360
212.1,23.754,25.362,7.999,1.245,360
212.22,23.754,24.946,7.999,1.215,360
212.35,23.754,25.362,7.999,1.205,360
212.47,23.754,25.362,7.999,1.225,360
212.61,23.754,25.362,7.999,1.215,360
212.74,23.754,24.946,7.999,1.215,360
212.86,23.754,25.362,7.999,1.215,360
212.99,23.754,25.362,7.999,1.215,360
213.11,23.674,25.362,8.009,1.225,360
213.24,23.754,25.362,7.999,1.215,360
213.36,23.835,25.362,7.999,1.225,360
213.49,23.754,25.279,8.268,1.484,360
213.63,23.754,25.279,7.999,1.215,360
213.75,23.754,25.279,7.999,0.887,360
213.88,23.754,25.279,7.999,1.225,360
214,23.754,25.279,7.999,1.215,360
214.13,23.754,25.279,7.999,0.877,360
214.25,23.754,25.279,8.686,1.903,360
214.38,23.754,25.279,7.999,1.225,360
214.5,23.512,25.279,7.999,1.066,360
214.63,23.754,25.279,8.118,1.335,360
214.75,23.754,25.279,7.999,1.215,360
214.88,23.512,25.279,7.999,1.066,360
215.01,23.754,25.279,8.268,1.484,360
215.13,23.754,25.279,7.989,1.205,360
215.25,23.754,25.362,7.999,1.225,360
215.38,24.16,24.946,7.999,1.155,360
215.5,23.754,25.279,7.999,1.245,360
215.63,23.754,25.279,7.999,1.215,360
215.75,23.754,25.279,7.999,1.225,360
215.88,23.754,25.279,7.969,1.185,360
216,23.754,25.279,7.999,1.215,360
216.13,24.16,25.195,7.999,1.225,360
216.25,23.754,25.195,7.999,1.225,360
216.38,23.754,25.782,7.999,1.225,360
216.5,23.754,25.195,8.268,1.484,360
216.63,24.16,24.946,7.999,1.225,360
216.76,23.754,25.195,7.969,1.185,360
216.88,23.835,25.195,7.999,1.066,360
217,23.754,25.195,7.959,1.175,360
217.13,23.835,25.195,7.999,1.076,360
217.25,23.754,25.195,7.999,1.215,360
217.38,24.079,25.195,7.999,1.155,360
217.5,23.754,25.195,8.268,1.484,360
217.63,23.754,25.195,7.999,1.225,360
217.75,23.674,25.195,7.999,1.066,360
217.88,23.754,25.195,8.038,1.255,360
218,23.916,25.195,7.999,1.225,360
218.13,23.754,25.195,7.999,1.225,360
218.25,23.754,25.53,7.999,1.225,360
218.38,23.754,25.195,8.038,1.255,360
218.5,23.754,25.112,7.999,0.906,360
218.63,24.16,24.946,7.999,1.245,7.2
218.75,23.835,25.112,8.278,1.514,14.4
218.88,23.674,25.195,7.999,1.086,14.4
219,23.835,25.112,8.656,1.893,21.6
219.13,23.754,25.112,7.999,1.245,21.6
219.25,23.512,25.112,7.999,1.245,21.6
219.38,23.754,25.029,7.999,1.245,21.6
219.51,23.835,25.614,7.999,1.245,21.6
219.64,23.835,25.112,7.989,1.235,21.6
219.77,23.835,25.112,8.387,1.634,21.6
219.9,23.835,25.112,7.999,1.245,21.6
220.03,23.835,25.112,7.989,1.235,21.6
